Site ID,Site Name,Room ID,Interior/Exterior,Location,Room,Structure,Above/Below Five Feet,K-2nd Grade,Substrate,Square Feet,Square Feet Parsed,Filename,Site (parsed from filename)
906,Benson,CU,Interior,Northwest cafeteria stairwell,,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,CV,Interior,Auto shop D130,,Lockers,Above and below,No,Metal,140,140,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,CW,Interior,Auto shop D140,,North wall,Above and below,No,Concrete,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,CX,Interior,Auto shop D140,,East wall,Above and below,No,Concrete,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,CY,Interior,Auto shop D140,,HVAC unit,Above,No,Metal,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,CZ,Interior,Auto shop D140,,South wall,Above and below,No,Concrete,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DA,Interior,Auto shop D140,,Ladder and railing,Above and below,No,Metal,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DB,Interior,Auto shop D210,,Handrails and stairs skirt,Below,No,Wood and metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DC,Interior,"Auto shop, D140",,Handrails and stairs skirt,Below,No,Wood and metal,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DD,Interior,Auto shop D130 storage,,Cabinets,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DE,Interior,Auto shop D130,,South door and door frame,Above and below,No,Metal,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DF,Interior,Auto shop D130,,South wall and window sill,Above and below,No,Concrete,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DG,Interior,Carburetion shop D121,,Door and frame,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DH,Interior,"North carburetion shop, closet and hallway D122",,Door and frame,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DI,Interior,Carburetion shop D121,,Lockers,Above and below,No,Metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DJ,Interior,"Carburetion shop D121, storage",,Doorframe,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DK,Interior,"Carburetion shop D121, storage",,Cabinets,Below,No,Wood,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DL,Interior,Carburetion shop office S121,,Doorframe,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DM,Interior,"Carburetion shop D121, storage",,Doorframe,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DN,Interior,Carburetion shop D121,,South wall,Above and below,No,Concrete,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DO,Interior,Classroom D203,,Handrail and stairs skirt,Below,No,Wood and metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DP,Interior,"Classroom D206, O207",,Handrail and stairs skirt,Below,No,Wood and metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DQ,Interior,Aviation room D115,,"South wall, sill and paint chips ",Above and below,No,Concrete,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DR,Interior,"Aviation , engine room, southwest",,South wall and paint chips,Above and below,No,Concrete,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DS,Interior,Small engine classroom D112,,Lockers,Above and below,No,Metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DT,Interior,Small engine classroom D112,,North wall,Above and below,No,Concrete,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DU,Interior,Diesel shop D101,,East door,Above and below,No,Metal,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DV,Interior,Diesel shop D101,,Lockers,Above and below,No,Metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DW,Interior,Diesel shop D101,,North wall,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DX,Interior,Diesel shop D101,,North door,Above and below,No,Metal,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DY,Interior,"Diesel shop D101, southwest closet",,Cabinets,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,DZ,Interior,"Diesel shop stairwell, D207",,Handrail and stairs skirt,Below,No,Wood and metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EA,Interior,Closet D108,,Cabinets,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EB,Interior,Basic engine shop D107,,Lockers,Above and below,No,Metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EC,Interior,Basic engine shop D107,,South wall and window frames,Above and below,No,Concrete,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,ED,Interior,Classroom 107,,Window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EE,Interior,Classroom 106,,Window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EF,Interior,Classroom 105,,Window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EG,Interior,Classroom 105,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EH,Interior,Men's staff restroom 111,,Door,Above and below,No,Wood,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EI,Interior,"Men's staff restroom 111, closet",,Wall,Above and below,No,Plaster,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EJ,Interior,Classroom 113,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EK,Interior,Classroom 113,,Wall,Above and below,No,Wood and plaster,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EL,Interior,Classroom 114,,Door,Below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EM,Interior,Closet 103,,"Door, frame, and cabinets",Above and below,No,Wood,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EN,Interior,Main lobby,,Walls,Above and below,No,Wood,400,400,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EO,Interior,Main office 001,,Door and frame,Above and below,No,Wood,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EP,Interior,Main office closet 001A,,Cabinets,Above and below,No,Wood,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EQ,Interior,Classroom 115,,Wall,Above and below,No,Plaster,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,ER,Interior,Classroom 116,,Door,Below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,ES,Interior,Office 004B,,Window frames,Above and below,No,Wood,120,120,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,ET,Interior,Office 005,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EU,Interior,Main floor women's faculty lavatory,,Door and door frame,Above and below,No,Wood,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EV,Interior,Office 117,,Doors and cabinets,Above and below,No,Wood and metal,450,450,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EW,Interior,Classroom 118,,Cabinets,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EX,Interior,Classroom 119,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EY,Interior,Classroom 122,,Door and frame,Above and below,No,Metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,EZ,Interior,Storage room 3,,Wall,Below,No,Gypsum,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FA,Interior,Office 127,,Door frame,Above and below,No,Wood,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FB,Interior,South boiler room courtyard,,Wall and paint chips,Above and below,No,Concrete,400,400,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FC,Interior,Classroom 125,,Skylight window well walls,Above,No,Gypsum,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FD,Interior,Art classroom 124,,Cabinets,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FE,Interior,Principal's office 003,,Window frames,Above and below,No,Wood,120,120,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FF,Interior,"Boiler room, boy's bathroom ",,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FG,Interior,"Boiler room, women's staff restroom",,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FH,Interior,Boiler room,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FI,Interior,Boiler room,,Wall,Above and below,No,Brick,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FJ,Interior,Boiler room storage 129,,Floor,Below,No,Concrete,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FK,Interior,Boiler room storage 129,,Wall,Above and below,No,Brick,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FL,Interior,Boiler room stairs,,Handrails,Below,No,Metal,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FM,Interior,Boiler room stairs,,Wall,Above,No,Brick,5,5,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FN,Interior,"Boiler room, men's staff restroom",,Floor,Below,No,Concrete,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FO,Interior,Boiler room,,"Ladders, stairs, catwalk, and talk",Above and below,No,Metal,1000,1000,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FP,Interior,Boiler room,,Walls,Above and below,No,Concrete and brick,2000,2000,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FQ,Interior,"Boiler room, locker room ",,Floor,Below,No,Concrete,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FR,Interior,"Boiler room, locker room ",,Lower wall,Below,No,Concrete,35,35,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FS,Interior,"Boiler room, locker room ",,Door frame,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FT,Interior,"Boiler room, locker room, southwest storage",,Door and frame,Above and below,No,Metal,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FU,Interior,"Mechanical room , boiler room, break room ",,Door and frame,Above and below,No,Metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FV,Interior,"Southeast hallway, east end",,Door,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FW,Interior,Classroom hallway E123,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FX,Interior,Computer room E123,,Walls,Above and below,No,Gypsum,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FY,Interior,Building construction E110,,Floor,Above and below,No,Concrete,1500,1500,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,FZ,Interior,"Classroom E136,138",,Cabinets,Above and below,No,Wood,300,300,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GA,Interior,Closet E139,,Cabinets,Above and below,No,Wood,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GB,Interior,Classroom E143,,Cabinets,Above and below,No,Wood,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GC,Interior,Classroom E143,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GD,Interior,Classroom E148,,Door and frame,Above and below,No,Metal,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GE,Interior,Electrician's room E149,,Lockers,Above and below,No,Metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GF,Interior,Closet E153,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GG,Interior,OfficeE151,,Door and frame,Above and below,No,Metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GH,Interior,Electrician's classroom E109,,Door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GI,Interior,Classroom E109,,Lockers,Above and below,No,Metal,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GJ,Interior,Classroom E109,,Cabinets,Above and below,No,Wood,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GK,Interior,Printing E105,,North doors,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GL,Interior,Printing E105,,Southwest door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GM,Interior,Northeast stairwell,,Handrails,Below,No,Metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GN,Interior,Courtyard 222,,Wall,Above,No,Concrete,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GO,Interior,Classroom 238,,West wall,Below,No,Gypsum,5,5,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GP,Interior,"Stairwell, next to classroom 222",,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GQ,Interior,Classroom 222,,Cabinets,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GR,Interior,Classroom 231,,Cabinets,Above and below,No,Wood,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GS,Interior,Classroom 231,,Door frame,Above and below,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GT,Interior,Classroom 229,,Cabinets,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GU,Interior,Classroom 229,,Door and door frame,Above and below,No,Wood and metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GV,Interior,"Stairwell, next to classroom 226",,Hand rails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GW,Interior,"Second floor, south hallway attic access",,Door and door frame,Above and below,No,Metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GX,Interior,Classroom 210,,East wall,Below,No,Gypsum,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GY,Interior,"Main hallway, south stairwell",,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,GZ,Interior,Classroom 211,,Window frames,Above and below,No,Wood,120,120,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HA,Interior,"Boy's restroom, custodial closet 207",,Walls,Above and below,No,Plaster,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HB,Interior,Classroom 212,,Windows,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HC,Interior,Classroom 212,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HD,Interior,Classroom 204,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HE,Interior,Classroom 204,,Baseboards,Below,No,Wood,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HF,Interior,Classroom 204,,Wall,Above,No,Plaster,75,75,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HG,Interior,Classroom 213B,,Window frames,Above and below,No,Wood,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HH,Interior,Classroom 213B,,Ceiling,Above,No,Metal,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HI,Interior,IT room,,Ceiling and paint chips,Above and below,No,Metal,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HJ,Interior,Classroom 213,,Ceiling,Above,No,Metal,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HK,Interior,Classroom 213,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HL,Interior,Classroom 213,,Windows,Above and below,No,Wood,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HM,Interior,Classroom 215,,Window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HN,Interior,Women's restroom 202,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HO,Interior,"Main hallway, north stairwell",,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HP,Interior,Classroom 218,,Cabinets,Below,No,Wood,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HQ,Interior,"Second floor, main hallway, north end",,Wall,Above and below,No,Plaster,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HR,Interior,Classroom 216,,Window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HS,Interior,Classroom 216,,door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HT,Interior,Classroom 216,,window frames,Above and below,No,Wood,160,160,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HU,Interior,Classroom 216,,Wall,Below,No,Plaster,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HV,Interior,South auditorium stairwell,,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HW,Interior,"Second floor, south auditorium lobby",,Door rails,Below,No,Metal,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HX,Interior,"Second floor, south auditorium lobby",,Window frames,Above and below,No,Wood,75,75,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HY,Interior,Classroom E103,,Cabinets,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,HZ,Interior,Classroom E102,,Door,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IA,Interior,Classroom E131,,Cabinets,Above and below,No,Wood,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IB,Interior,Classroom E127,,Cabinets,Above and below,No,Wood,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IC,Interior,Wood shop E116,,door,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,ID,Interior,Wood shop E116,,Garage door,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IE,Interior,Wood shop E116,,Wall,Above and below,No,Brick,40,40,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IF,Interior,Storage E121,,Ceiling,Above,No,Wood,220,220,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IG,Interior,Classroom E111,,Wall,Below,No,Plaster,12,12,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IH,Interior,"Main floor, gym breezeway",,Windowsills,Below,No,Wood,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,II,Interior,"Gym office, 101",,Door and fames,Above and below,No,Wood and metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IJ,Interior,New gym G100,,North wall,Above and below,No,Concrete and plaster,300,300,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IK,Interior,New gym G100,,South wall,Above and below,No,Concrete,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IL,Interior,Snack bar G114,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IM,Interior,Old gym G104,,Doors,Above and below,No,Metal,180,180,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IN,Interior,Old gym office G104A,,Doorframe,Above and below,No,Wood,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IO,Interior,Old gym office G104A,,Window frame,Above and below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IP,Interior,South gym stairwell,,Lower window frame,Above and below,No,Wood,25,25,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IQ,Interior,South gym stairwell,,Handrails,Below,No,Wood,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IR,Interior,South gym stairwell,,Landing windows,Above and below,No,Wood,80,80,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IS,Interior,"Running track, second floor",,North doors,Above and below,No,Metal,135,135,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IT,Interior,Old gym G104,,South windows,Above and below,No,Metal,600,600,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IU,Interior,Running track G104,,Floor,Below,No,Wood,500,500,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IV,Interior,Old gym G104,,West doors,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IW,Interior,Classroom G109,,Door and frames,Above and below,No,Wood,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IX,Interior,Classroom G109,,Window frames,Above and below,No,Wood,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IY,Interior,Classroom G110,,Window frames,Above and below,No,Wood,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,IZ,Interior,West old gym closet,,Door frame,Above and below,No,Wood,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JA,Interior,West old gym closet,,Walls,Above and below,No,Plaster,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JB,Interior,Northwest gym stairwell,,Handrails,Below,No,Wood,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JC,Interior,Classroom 210,,Door,Above and below,No,Wood,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JD,Interior,Classroom 210,,Window frames,Above and below,No,Wood,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JE,Interior,Classroom 210,,Unit ventilator,Below,No,Metal,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JF,Interior,Classroom 209,,Window frames,Above and below,No,Wood,150,150,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JG,Interior,"Classroom 209, office",,Window frames,Above and below,No,Wood,70,70,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JH,Interior,Restroom G205,,Floor,Below,No,Concrete,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JI,Interior,"Second floor, west gym classrooms",,Ladder,Above and below,No,Metal,10,10,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JJ,Interior,South gym stairwell,,Door and frame,Above and below,No,Metal,100,100,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JK,Interior,Training room,,Wall,Below,No,Plaster,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JL,Interior,Storage G20,,Built-in cabinets,Above and below,No,Wood,300,300,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JM,Interior,Hallway outside training room,,Floor,Below,No,Concrete,200,200,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JN,Interior,Men's locker room,,Double doors at southwest entrance,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JO,Interior,Men's locker room,,Walls at southwest entrance,Above and below,No,Plaster,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JP,Interior,Men's locker room storage G19,,Ceiling,Above,No,Concrete,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JQ,Interior,Men's locker room staff restroom G17T,,Ceiling,Above,No,Plaster,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JR,Interior,Men's locker room staff showers G17T,,Wall above lockers,Above,No,Plaster,15,15,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JS,Interior,Wrestling room G10,,South double doors,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JT,Interior,Hallway outside ex. Room G11,,Handrails,Below,No,Metal,20,20,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JU,Interior,Ex. Room G11,,Double doors,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JV,Interior,Women's locker room,,Wall at entrance,Above and below,No,Plaster,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JW,Interior,Women's locker room,,Wall across from office,Below,No,Plaster,50,50,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JX,Interior,Team room C,,Floor,Below,No,Concrete,350,350,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JY,Interior,Team room D,,Floor,Below,No,Concrete,350,350,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,JZ,Interior,Custodial outside team rooms,,"Window assemblies, ceiling, floor ",Above and below,No,Wood and concrete,140,140,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KA,Interior,Team room B,,Floor,Below,No,Concrete,350,350,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KB,Interior,Team room A,,Floor,Below,No,Concrete,350,350,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KC,Interior,Team room A,,Lockers,Above and below,No,Metal,250,250,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KD,Interior,Team room A,,Door and frame,Above and below,No,Metal,60,60,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KE,Interior,Hallway outside team room A,,Door to stairs,Above and below,No,Metal,45,45,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KF,Interior,Hallway outside team room A,,Wall by door to stairs,Above and below,No,Plaster,30,30,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KG,Interior,Hallway outside of team rooms,,Floor,Below,No,Concrete,600,600,PPS_Benson_Condition Assessment Table.xlsx,Benson
906,Benson,KH,Interior,Hall east of team rooms,,Double doors,Above and below,No,Metal,90,90,PPS_Benson_Condition Assessment Table.xlsx,Benson
O8,Hollyrood,A,I,CLR18,,Built-in cabinets,B,X,Wood,30,30,PPS_BevClearyHollyrood_Condition Assessment Table.xlsx,BevClearyHollyrood
